chr	start	stop	pop
2	157676706	159577082	EUR
2	158720570	161769733	EUR
2	160913222	163503551	EUR
2	162647041	164466638	EUR
2	163610128	165178840	EUR
2	164322330	167160270	EUR
2	166303760	167355970	EUR
2	166499460	169968236	EUR
2	169111726	171226245	EUR
2	170369735	173138905	EUR
2	172274177	175588929	EUR
2	174724201	177363636	EUR
2	176498908	178553183	EUR
2	177688455	181312739	EUR
2	180448012	182266031	EUR
2	181401304	184357608	EUR
2	183492880	185280173	EUR
2	184415446	189882065	EUR
2	189017339	191973357	EUR
2	191108631	195861164	EUR
2	194996440	196447456	EUR
2	195582732	198078110	EUR
2	197213386	199311125	EUR
2	198446401	201576284	EUR
2	200711561	202818637	EUR
2	201953914	205799241	EUR
2	204934518	206735704	EUR
2	205870980	208645399	EUR
2	207780675	209941529	EUR
2	209076805	212379518	EUR
2	211514793	214014282	EUR
2	213149558	215573795	EUR
2	214709071	217715661	EUR
2	216850938	218395480	EUR
2	217530757	220454551	EUR
2	219589829	222521176	EUR
2	221656456	224859419	EUR
2	223994702	225840004	EUR
2	224975287	228119842	EUR
2	227255126	229370787	EUR
2	228506071	231843389	EUR
2	230978674	233550003	EUR
2	232685293	235150987	EUR
2	234242343	236043550	EUR
2	235134906	237449032	EUR
2	236540389	238760981	EUR
2	237852338	239952643	EUR
2	239030947	241560084	EUR
2	240620667	242149921	EUR
2	241210506	243188920	EUR
3	18479	1441779	EUR
3	1400095	2992120	EUR
3	2950436	4431647	EUR
3	4389963	6083183	EUR
3	6041496	7083387	EUR
3	7041700	8648561	EUR
3	8606875	9543183	EUR
3	9501499	11019665	EUR
3	10977979	13070799	EUR
3	13029299	14816900	EUR
3	14775393	16282442	EUR
3	16240935	17891118	EUR
3	17849626	19125144	EUR
3	19083652	20091348	EUR
3	20049856	21643707	EUR
3	21602215	22204244	EUR
3	22162752	23804865	EUR
3	23763374	25461558	EUR
3	25420067	26877769	EUR
3	26836278	27840910	EUR
3	27799419	29142260	EUR
3	29100769	30717955	EUR
3	30676463	32351715	EUR
3	32310223	33255592	EUR
3	33214100	35283458	EUR
3	35241966	36486842	EUR
3	36445350	38356116	EUR
3	38314625	40221298	EUR
3	40179807	41064528	EUR
3	41023037	42540002	EUR
3	42498510	45165153	EUR
3	45123661	46657500	EUR
3	46616010	47727212	EUR
3	47685722	49316972	EUR
3	49279539	51832015	EUR
3	51797999	54081390	EUR
3	54047363	55348860	EUR
3	55314832	56433907	EUR
3	56399879	58157519	EUR
3	58171792	60272906	EUR
3	60287177	62355666	EUR
3	62369991	63669286	EUR
3	63683610	65273538	EUR
3	65287863	66270447	EUR
3	66220021	68286914	EUR
3	68237764	69276762	EUR
3	69227611	70449028	EUR
3	70399877	72529329	EUR
3	72480178	74321817	EUR
3	74272666	75704949	EUR
3	75655798	77508835	EUR
3	77459684	79024541	EUR
3	78975391	81427310	EUR
3	81378159	82643886	EUR
3	82594735	84367479	EUR
3	84318328	85582231	EUR
3	85533081	87409732	EUR
3	87360582	88298373	EUR
3	88249223	94255316	EUR
3	94536472	95311971	EUR
3	95593127	98215950	EUR
3	98497106	99373762	EUR
3	99654918	100592217	EUR
3	100873373	103084960	EUR
3	103366116	104581613	EUR
3	104862769	106982811	EUR
3	107263964	109522395	EUR
3	109803548	110513770	EUR
3	110794923	112815699	EUR
3	113096852	113947863	EUR
3	114229016	115447080	EUR
3	115728233	116800153	EUR
3	117081306	118530251	EUR
3	118811404	120523055	EUR
3	120804208	121974097	EUR
3	122255250	123517768	EUR
3	123798921	124936642	EUR
3	125217798	126214943	EUR
3	126496100	128194861	EUR
3	128476018	130244735	EUR
3	130525891	131836516	EUR
3	132117672	133252173	EUR
3	133533329	135456906	EUR
3	135738064	137371083	EUR
3	137652241	139954597	EUR
3	140235755	141339097	EUR
3	141620255	143164628	EUR
3	143445786	144410816	EUR
3	144691974	145664619	EUR
3	145946832	146726629	EUR
3	147008842	149043237	EUR
3	149325450	150252004	EUR
3	150534217	151348730	EUR
3	151630942	153256571	EUR
3	153538782	154714218	EUR
3	154996429	156008700	EUR
3	156290911	157312028	EUR
3	157594239	159477890	EUR
3	159760101	161524504	EUR
3	161806716	163253205	EUR
3	163535417	165055469	EUR
3	165337681	167117429	EUR
3	167399641	168580960	EUR
3	168863172	170964909	EUR
3	171247120	172295731	EUR
3	172577941	173477285	EUR
3	173759495	175116539	EUR
3	175398750	176320287	EUR
3	176602499	178107165	EUR
3	178389377	179374586	EUR
3	179656798	181511166	EUR
3	181793378	183769683	EUR
3	184051895	185068255	EUR
3	185350467	186890344	EUR
3	187172556	188856214	EUR
3	189138425	190226607	EUR
3	190508818	192343814	EUR
3	192626025	194059671	EUR
3	194338942	194786674	EUR
3	195065945	195971408	EUR
3	196244537	197075987	EUR
3	197349116	197946622	EUR
4	10240	694715	EUR
4	700926	1478711	EUR
4	1476986	2842979	EUR
4	2841252	3846040	EUR
4	3844313	4684116	EUR
4	4682389	5502388	EUR
4	5500661	6773043	EUR
4	6771316	7539692	EUR
4	7537965	8152235	EUR
4	8150508	9326479	EUR
4	9324753	10699152	EUR
4	10697528	12323034	EUR
4	12321410	14272001	EUR
4	14270377	15147446	EUR
4	15145822	15927009	EUR
4	15925386	17383322	EUR
4	17381699	18841874	EUR
4	18840251	20544557	EUR
4	20542934	22319347	EUR
4	22317724	24135529	EUR
4	24133906	25609322	EUR
4	25607700	27343722	EUR
4	27342100	27965868	EUR
4	27964246	29762208	EUR
4	29760586	30454535	EUR
4	30452913	31782981	EUR
4	31781359	33172766	EUR
4	33171144	35151415	EUR
4	35149793	36020436	EUR
4	36018814	37255047	EUR
4	37253425	38907022	EUR
4	38905401	40202609	EUR
4	40200989	42213058	EUR
4	42211041	43965045	EUR
4	43963028	45189157	EUR
4	45187140	47411896	EUR
4	47409879	48123600	EUR
4	48121583	53877433	EUR
4	53011266	55429556	EUR
4	54563389	56547644	EUR
4	55681477	58935008	EUR
4	58068842	60741087	EUR
4	59875369	62371763	EUR
4	61506045	64341001	EUR
4	63475283	66600492	EUR
4	65734774	68059497	EUR
4	67193779	68854765	EUR
4	67989047	71049152	EUR
4	70183435	72140558	EUR
4	71274841	74592390	EUR
4	73726673	77130707	EUR
4	76209554	79093979	EUR
4	78172825	80990297	EUR
4	80069143	82125315	EUR
4	81204161	83372593	EUR
4	82451440	84799656	EUR
4	83878503	86930609	EUR
4	86009456	87534648	EUR
4	86613495	89238028	EUR
4	88316876	90231564	EUR
4	89310413	91560677	EUR
4	90639526	94233299	EUR
4	93312148	96182188	EUR
4	95261037	97540703	EUR
4	96619552	99424067	EUR
4	98502916	100678360	EUR
4	99757203	103221356	EUR
4	102300199	105305294	EUR
4	104384137	107501305	EUR
4	106580148	108815348	EUR
4	107894192	111256567	EUR
4	110335411	113870102	EUR
4	112948946	115666246	EUR
4	114745090	117276929	EUR
4	116355773	118479918	EUR
4	117558763	119933512	EUR
4	119012357	120392684	EUR
4	119471529	122657987	EUR
4	121736832	124286481	EUR
4	123365326	125210862	EUR
4	124289707	126480886	EUR
4	125559731	127275477	EUR
4	126354322	127830293	EUR
4	126909138	128996665	EUR
4	128075510	130591885	EUR
4	129670730	131283821	EUR
4	130362666	132954033	EUR
4	132032878	134628434	EUR
4	133707279	136566407	EUR
4	135645252	138541971	EUR
4	137620817	139556511	EUR
4	138635357	141084631	EUR
4	140163477	143443265	EUR
4	142522112	146178187	EUR
4	145257035	148521873	EUR
4	147600722	150683580	EUR
4	149762428	152782184	EUR
4	151861032	154477641	EUR
4	153556489	155056126	EUR
4	154134974	157485097	EUR
4	156563945	158743718	EUR
4	157822566	161058864	EUR
4	160137712	161826435	EUR
4	160905283	163243679	EUR
4	162322527	164478234	EUR
4	163557082	165823448	EUR
4	164902296	167018858	EUR
4	166097706	167852917	EUR
4	166931766	169676825	EUR
4	168755674	170776510	EUR
4	169855359	172558635	EUR
4	171637484	174264132	EUR
4	173342981	176570716	EUR
4	175649565	178991910	EUR
4	178070756	180122043	EUR
4	179200889	182066807	EUR
4	181145654	183371275	EUR
4	182450122	184929455	EUR
4	184008302	186909090	EUR
4	185987936	188472981	EUR
4	187551827	189693511	EUR
4	188772357	191043594	EUR
5	11940	982252	EUR
5	982137	2132442	EUR
5	2132328	3361941	EUR
5	3361827	4632110	EUR
5	4631997	5973233	EUR
5	5973120	7143218	EUR
5	7143105	8446336	EUR
5	8446223	9718832	EUR
5	9718720	11173271	EUR
5	11173159	13464832	EUR
5	13464722	14757804	EUR
5	14757695	16963613	EUR
5	16963504	18051592	EUR
5	18051483	19917716	EUR
5	19917607	22152073	EUR
5	22151964	23494324	EUR
5	23494215	26184851	EUR
5	26184742	26857604	EUR
5	26857495	27984513	EUR
5	27984406	29714820	EUR
5	29714713	31390249	EUR
5	31390142	33500180	EUR
5	33500075	35048970	EUR
5	35048865	36433954	EUR
5	36433852	38802410	EUR
5	38802308	40287729	EUR
5	40287627	41888710	EUR
5	41888608	43983499	EUR
5	43983397	50163398	EUR
5	50867564	52134622	EUR
5	52838788	53703044	EUR
5	54407214	55417349	EUR
5	56121522	56621102	EUR
5	57325275	57340073	EUR
5	58044246	58524622	EUR
5	59228796	60935907	EUR
5	61640080	61672995	EUR
5	62377168	63218987	EUR
5	63923160	63968304	EUR
5	64672477	65911286	EUR
5	66615458	67850860	EUR
5	68555033	71240456	EUR
5	71944629	73759326	EUR
5	74463501	75798866	EUR
5	76503041	77623332	EUR
5	78327508	79393144	EUR
5	80097321	80481471	EUR
5	81185652	82025648	EUR
5	82729829	83972689	EUR
5	84676871	85767290	EUR
5	86471473	87389991	EUR
5	88094174	88891530	EUR
5	89595713	90422654	EUR
5	91126837	91840542	EUR
5	92504835	93809984	EUR
5	94474279	95963519	EUR
5	96627815	97315601	EUR
5	97979897	99260992	EUR
5	99925288	101578769	EUR
5	102243065	103320005	EUR
5	103984304	104851483	EUR
5	105515782	105893055	EUR
5	106557354	107264196	EUR
5	107928495	108633934	EUR
5	109298233	110821144	EUR
5	111485446	111981562	EUR
5	112645865	113396285	EUR
5	114060588	114830370	EUR
5	115494673	115831047	EUR
5	116495351	117346213	EUR
5	118010518	118608820	EUR
5	119273125	119669042	EUR
5	120333347	120452166	EUR
5	121116471	122556905	EUR
5	123221211	123798100	EUR
5	124462407	125785649	EUR
5	126449957	127344604	EUR
5	128008912	129519025	EUR
5	130183332	132139649	EUR
5	132803957	134777401	EUR
5	135441711	136376050	EUR
5	137040361	139265072	EUR
5	139885487	140645971	EUR
5	141266403	142981248	EUR
5	143601683	144943354	EUR
5	145563791	147181998	EUR
5	147802435	148662624	EUR
5	149283061	150561298	EUR
5	151181737	152867774	EUR
5	153488214	153773088	EUR
5	154393528	155373505	EUR
5	155946495	156628700	EUR
5	157201689	158825698	EUR
5	159398690	159973944	EUR
5	160546937	161482133	EUR
5	162055127	162743908	EUR
5	163316902	163771582	EUR
5	164344576	165642395	EUR
5	166215390	166847740	EUR
5	167420735	168525318	EUR
5	169098313	169505664	EUR
5	170078660	171074292	EUR
5	171647288	172678327	EUR
5	173251324	173642871	EUR
5	174215868	175450595	EUR
5	176023592	177251507	EUR
5	177824506	178413464	EUR
5	178986463	179401244	EUR
5	179974244	180559933	EUR
5	181132933	180885156	EUR
6	73924	1452362	EUR
6	1452127	2458936	EUR
6	2458702	3573593	EUR
6	3573359	4617817	EUR
6	4617583	5791472	EUR
6	5791239	6785207	EUR
6	6784974	7808936	EUR
6	7808703	9020026	EUR
6	9019793	10540317	EUR
6	10540084	11790816	EUR
6	11790583	13209388	EUR
6	13209156	14802924	EUR
6	14802693	17386405	EUR
6	17386174	19207487	EUR
6	19207256	21684065	EUR
6	21683834	22748307	EUR
6	22748078	23936619	EUR
6	23936391	24852275	EUR
6	24852047	25684587	EUR
6	25684359	26791233	EUR
6	26791023	28017819	EUR
6	28050041	28917608	EUR
6	28949831	29737971	EUR
6	29770194	30798168	EUR
6	30830391	31571218	EUR
6	31603441	32682664	EUR
6	32714887	33236497	EUR
6	33268720	35455756	EUR
6	35487979	37572596	EUR
6	37604820	39295677	EUR
6	39327901	40345115	EUR
6	40377376	42038721	EUR
6	42070983	43756169	EUR
6	43788432	45406563	EUR
6	45438826	47311898	EUR
6	47344162	48391125	EUR
6	48423389	50386145	EUR
6	50418432	52210476	EUR
6	52345678	53279102	EUR
6	53414304	55468270	EUR
6	55603472	56105313	EUR
6	56240515	57599465	EUR
6	60631718	61880512	EUR
6	61356685	63552888	EUR
6	62842983	65765742	EUR
6	65055849	67329215	EUR
6	66619322	68849483	EUR
6	68139591	69523448	EUR
6	68813556	71609510	EUR
6	70899807	73450097	EUR
6	72740374	75462003	EUR
6	74752287	77414881	EUR
6	76705164	78957728	EUR
6	78248011	80691170	EUR
6	79981453	81929222	EUR
6	81219505	83127149	EUR
6	82417432	85209989	EUR
6	84500271	87069500	EUR
6	86359782	88822140	EUR
6	88112422	89973052	EUR
6	89263333	91843196	EUR
6	91133478	93428644	EUR
6	92718926	94118142	EUR
6	93408424	94441175	EUR
6	93731457	97093511	EUR
6	96645635	97842284	EUR
6	97394408	100630146	EUR
6	100182270	102636772	EUR
6	102188897	103983395	EUR
6	103535520	106056733	EUR
6	105608858	107450306	EUR
6	107129102	108464380	EUR
6	108143176	110304247	EUR
6	109983044	112345014	EUR
6	112023811	114220833	EUR
6	113899669	116131396	EUR
6	115810232	117672972	EUR
6	117351809	118963115	EUR
6	118641952	119963278	EUR
6	119642117	120512128	EUR
6	120190982	121905676	EUR
6	121584530	123856181	EUR
6	123535036	125424383	EUR
6	125103237	127540461	EUR
6	127219316	129861031	EUR
6	129539886	130935454	EUR
6	130614309	132765669	EUR
6	132444530	134244243	EUR
6	133923105	136224177	EUR
6	135903039	137614218	EUR
6	137293081	138822629	EUR
6	138501492	139845436	EUR
6	139524299	142288479	EUR
6	141967342	145319810	EUR
6	144998674	146665424	EUR
6	146344288	148920352	EUR
6	148599216	150253404	EUR
6	149932268	151912703	EUR
6	151591568	153094496	EUR
6	152773361	154974120	EUR
6	154652986	156763326	EUR
6	156442192	158218719	EUR
6	157797687	160580497	EUR
6	160159465	162169564	EUR
6	161748532	162931203	EUR
6	162510171	164383521	EUR
6	163962489	165586864	EUR
6	165173375	167024733	EUR
6	166611245	168042835	EUR
6	167642155	169382050	EUR
6	168981955	170330173	EUR
6	170014949	171051270	EUR
7	16161	972752	EUR
7	933116	1353067	EUR
7	1313431	2062398	EUR
7	2022763	2772227	EUR
7	2732593	4573428	EUR
7	4533797	5416232	EUR
7	5376601	5854526	EUR
7	5814895	6573857	EUR
7	6534226	7808752	EUR
7	7769121	9123423	EUR
7	9083793	9987499	EUR
7	9947872	11299198	EUR
7	11259571	12635461	EUR
7	12595836	13884202	EUR
7	13844577	15143657	EUR
7	15104032	16902069	EUR
7	16862445	19481547	EUR
7	19441924	20124908	EUR
7	20085285	22507629	EUR
7	22468010	23471442	EUR
7	23431823	25077259	EUR
7	25037640	25909555	EUR
7	25869935	28360309	EUR
7	28320690	31137289	EUR
7	31097675	33555768	EUR
7	33516156	36213538	EUR
7	36173929	37555184	EUR
7	37515581	38966703	EUR
7	38927103	39862670	EUR
7	39823071	42001811	EUR
7	41962213	43159074	EUR
7	43119475	44763828	EUR
7	44724229	45952922	EUR
7	45913323	46986720	EUR
7	46947122	49212278	EUR
7	49172682	51675322	EUR
7	51607626	53176312	EUR
7	53108619	54222976	EUR
7	54155283	55691584	EUR
7	55623891	57382638	EUR
7	57314931	63307359	EUR
7	63846981	63641125	EUR
7	64180747	65689809	EUR
7	66224822	68234074	EUR
7	68769087	69085364	EUR
7	69620378	71874885	EUR
7	72409900	73334602	EUR
7	73920272	76458564	EUR
7	76829247	78093859	EUR
7	78464542	79888069	EUR
7	80258753	82022686	EUR
7	82393370	83801203	EUR
7	84171887	85572182	EUR
7	85942866	87825004	EUR
7	88195689	90661784	EUR
7	91032469	92493752	EUR
7	92864438	93966601	EUR
7	94337289	96073508	EUR
7	96444196	97099570	EUR
7	97470258	98715474	EUR
7	99117851	100196651	EUR
7	100599028	101199253	EUR
7	101555972	103197510	EUR
7	103557063	104159525	EUR
7	104519078	105682905	EUR
7	106042459	107780178	EUR
7	108139733	109647594	EUR
7	110007537	112618684	EUR
7	112978629	113712387	EUR
7	114072332	116780178	EUR
7	117140124	118351581	EUR
7	118711527	121045273	EUR
7	121405219	121933630	EUR
7	122293576	124156805	EUR
7	124516751	124167552	EUR
7	124527498	126519170	EUR
7	126879116	126869221	EUR
7	127229167	128778386	EUR
7	129138332	130422414	EUR
7	130737653	132805848	EUR
7	133121089	134307596	EUR
7	134622844	135591083	EUR
7	135906335	136876562	EUR
7	137191815	138744679	EUR
7	139059933	139933177	EUR
7	140233377	140235210	EUR
7	140535410	141226557	EUR
7	141526757	142656310	EUR
7	142959223	144968289	EUR
7	145271196	146427960	EUR
7	146730868	147815318	EUR
7	148118226	149840658	EUR
7	150143569	150711505	EUR
7	151014417	152249806	EUR
7	152552721	153674019	EUR
7	153976934	154964730	EUR
7	155173020	156065250	EUR
7	156272556	157634597	EUR
7	157841905	159128575	EUR
8	60422	1044217	EUR
8	1094217	1163245	EUR
8	1213245	2042942	EUR
8	2095102	2573279	EUR
8	2715741	3392926	EUR
8	3535404	3783017	EUR
8	3925495	4480476	EUR
8	4622954	5146927	EUR
8	5289405	6142797	EUR
8	6285276	7153079	EUR
8	7295557	9154694	EUR
8	9297184	9640787	EUR
8	9783277	10463197	EUR
8	10605687	11278998	EUR
8	11421489	13491775	EUR
8	13634266	13944992	EUR
8	14087483	15991660	EUR
8	16134151	17387876	EUR
8	17530367	17836399	EUR
8	17978890	19492840	EUR
8	19635329	20060856	EUR
8	20203345	21661737	EUR
8	21804225	22897057	EUR
8	23039544	24674718	EUR
8	24817205	25483454	EUR
8	25625938	26682525	EUR
8	26825008	28162392	EUR
8	28304875	29327896	EUR
8	29470379	31133729	EUR
8	31276213	31548360	EUR
8	31690844	32977218	EUR
8	33119700	35317232	EUR
8	35459714	37379389	EUR
8	37521871	38938806	EUR
8	39081287	40703337	EUR
8	40845818	41721454	EUR
8	41863936	42773823	EUR
8	42918680	46841315	EUR
8	45929693	50082470	EUR
8	49169911	53302930	EUR
8	52390370	54418044	EUR
8	53505484	55945581	EUR
8	55033021	56956383	EUR
8	56043824	59068651	EUR
8	58156092	59728100	EUR
8	58815541	62329099	EUR
8	61416540	63349306	EUR
8	62436747	65232872	EUR
8	64320315	66489090	EUR
8	65576855	69863057	EUR
8	68950822	70867979	EUR
8	69955744	72289454	EUR
8	71377219	73817199	EUR
8	72904964	75445064	EUR
8	74532829	76456542	EUR
8	75544307	79132861	EUR
8	78220626	81956395	EUR
8	81044160	82693739	EUR
8	81781504	84225589	EUR
8	83313354	85955619	EUR
8	85043384	87411709	EUR
8	86399480	89085481	EUR
8	88073253	90638162	EUR
8	89625933	93554386	EUR
8	92542158	95005527	EUR
8	93993299	96534806	EUR
8	95522578	99401581	EUR
8	98389353	101620958	EUR
8	100608730	104123306	EUR
8	103111078	104988752	EUR
8	103976524	107410754	EUR
8	106398526	108648177	EUR
8	107635949	109248173	EUR
8	108235944	110484314	EUR
8	109472085	111850847	EUR
8	110838618	113064320	EUR
8	112052091	116096495	EUR
8	115084266	119685457	EUR
8	118673218	121201700	EUR
8	120189461	124861459	EUR
8	123849219	125683719	EUR
8	124671478	126410917	EUR
8	125398675	128659111	EUR
8	127646866	130381139	EUR
8	129368893	131639625	EUR
8	130627379	133351144	EUR
8	132338897	134570001	EUR
8	133557758	136035605	EUR
8	135023362	137524151	EUR
8	136511908	139254830	EUR
8	138242587	140725643	EUR
8	139713400	143044914	EUR
8	141963553	144236881	EUR
8	143155464	146303867	EUR
9	10023	1079707	EUR
9	1079707	1916877	EUR
9	1916877	3190064	EUR
9	3190064	4495328	EUR
9	4495328	4884926	EUR
9	4884926	6557589	EUR
9	6557589	7154923	EUR
9	7154923	8456299	EUR
9	8456299	9166403	EUR
9	9166403	10879253	EUR
9	10879253	12276489	EUR
9	12276489	14836363	EUR
9	14836365	16659655	EUR
9	16659657	18661051	EUR
9	18661053	20463534	EUR
9	20463536	22206559	EUR
9	22206560	24158518	EUR
9	24158520	25330810	EUR
9	25330812	26111757	EUR
9	26111759	28224283	EUR
9	28224285	28811584	EUR
9	28811586	30387392	EUR
9	30387394	31310383	EUR
9	31310385	32019368	EUR
9	32019370	33578334	EUR
9	33578336	34642243	EUR
9	34642246	36743283	EUR
9	36743286	38641599	EUR
9	38641602	65472190	EUR
9	39393282	72512711	EUR
9	69897795	72753755	EUR
9	70138839	74253040	EUR
9	71638124	76203946	EUR
9	73589030	76973081	EUR
9	74358165	78900183	EUR
9	76285267	79471208	EUR
9	76856292	81079055	EUR
9	78464139	82590928	EUR
9	79976013	84211233	EUR
9	81596318	85440801	EUR
9	82825886	86938196	EUR
9	84323281	88109333	EUR
9	85494418	88590417	EUR
9	85975502	90136246	EUR
9	87521331	92528698	EUR
9	89827251	94167203	EUR
9	91404921	96671698	EUR
9	93909416	98922040	EUR
9	96159758	101592859	EUR
9	98830577	104624437	EUR
9	101862155	105967976	EUR
9	103205694	107581749	EUR
9	104819468	109298754	EUR
9	106536473	110695062	EUR
9	107932781	112778024	EUR
9	110015744	114831082	EUR
9	112068802	115693145	EUR
9	112930865	117019801	EUR
9	114257521	117921960	EUR
9	115159681	121321537	EUR
9	118559259	122260297	EUR
9	119498019	124871322	EUR
9	122109043	126971887	EUR
9	124209608	129059665	EUR
