chr	start	stop	pop
2	47318772	47985862	EUR
2	48213001	49795119	EUR
2	50022257	50591790	EUR
2	50818928	52263995	EUR
2	52491133	53281314	EUR
2	53508452	54458089	EUR
2	54685226	55976210	EUR
2	56203345	57201965	EUR
2	57429100	58070180	EUR
2	58297315	60064865	EUR
2	60292000	62201909	EUR
2	62429044	64398779	EUR
2	64625913	65706310	EUR
2	65933444	66999034	EUR
2	67226166	67783044	EUR
2	68010176	68912432	EUR
2	69139564	70528066	EUR
2	70755198	72947719	EUR
2	73174848	75402960	EUR
2	75630086	76686535	EUR
2	76913661	77852138	EUR
2	78079264	79823277	EUR
2	80050403	81393717	EUR
2	81620841	84913556	EUR
2	85140680	87738988	EUR
2	88038507	88855013	EUR
2	89154526	94660727	EUR
2	95326452	98378738	EUR
2	98995201	101205867	EUR
2	101822329	102072305	EUR
2	102688765	102971757	EUR
2	103588215	104508576	EUR
2	105125034	105593601	EUR
2	106210058	106791811	EUR
2	107408267	107812721	EUR
2	108429177	109814855	EUR
2	110572432	113164279	EUR
2	113921856	116014894	EUR
2	116772470	117609890	EUR
2	118367466	120546207	EUR
2	121303783	122545330	EUR
2	123302906	123974673	EUR
2	124732250	125083344	EUR
2	125840921	126616187	EUR
2	127373764	127276771	EUR
2	128034347	128716867	EUR
2	129474441	129309597	EUR
2	130067170	129900512	EUR
2	130658085	132285211	EUR
2	133042784	134401007	EUR
2	135158578	136285224	EUR
2	137042794	137940547	EUR
2	138698117	139342701	EUR
2	140100271	141047782	EUR
2	141805351	141761033	EUR
2	142518602	143761915	EUR
2	144519484	145688002	EUR
2	146445570	146519594	EUR
2	147277162	149353778	EUR
2	150210292	150874948	EUR
2	151731462	151630268	EUR
2	152486782	153148542	EUR
2	154005056	154534623	EUR
2	155391135	156704123	EUR
2	157560635	157676706	EUR
2	158533218	158720570	EUR
2	159577082	160913222	EUR
2	161769733	162647041	EUR
2	163503551	163610128	EUR
2	164466638	164322330	EUR
2	165178840	166303760	EUR
2	167160270	166499460	EUR
2	167355970	169111726	EUR
2	169968236	170369735	EUR
2	171226245	172274177	EUR
2	173138905	174724201	EUR
2	175588929	176498908	EUR
2	177363636	177688455	EUR
2	178553183	180448012	EUR
2	181312739	181401304	EUR
2	182266031	183492880	EUR
2	184357608	184415446	EUR
2	185280173	189017339	EUR
2	189882065	191108631	EUR
2	191973357	194996440	EUR
2	195861164	195582732	EUR
2	196447456	197213386	EUR
2	198078110	198446401	EUR
2	199311125	200711561	EUR
2	201576284	201953914	EUR
2	202818637	204934518	EUR
2	205799241	205870980	EUR
2	206735704	207780675	EUR
2	208645399	209076805	EUR
2	209941529	211514793	EUR
2	212379518	213149558	EUR
2	214014282	214709071	EUR
2	215573795	216850938	EUR
2	217715661	217530757	EUR
2	218395480	219589829	EUR
2	220454551	221656456	EUR
2	222521176	223994702	EUR
2	224859419	224975287	EUR
2	225840004	227255126	EUR
2	228119842	228506071	EUR
2	229370787	230978674	EUR
2	231843389	232685293	EUR
2	233550003	234242343	EUR
2	235150987	235134906	EUR
2	236043550	236540389	EUR
2	237449032	237852338	EUR
2	238760981	239030947	EUR
2	239952643	240620667	EUR
2	241560084	241210506	EUR
2	242149921	242147200	EUR
3	60157	1400095	EUR
3	1441779	2950436	EUR
3	2992120	4389963	EUR
3	4431647	6041496	EUR
3	6083183	7041700	EUR
3	7083387	8606875	EUR
3	8648561	9501499	EUR
3	9543183	10977979	EUR
3	11019665	13029299	EUR
3	13070799	14775393	EUR
3	14816900	16240935	EUR
3	16282442	17849626	EUR
3	17891118	19083652	EUR
3	19125144	20049856	EUR
3	20091348	21602215	EUR
3	21643707	22162752	EUR
3	22204244	23763374	EUR
3	23804865	25420067	EUR
3	25461558	26836278	EUR
3	26877769	27799419	EUR
3	27840910	29100769	EUR
3	29142260	30676463	EUR
3	30717955	32310223	EUR
3	32351715	33214100	EUR
3	33255592	35241966	EUR
3	35283458	36445350	EUR
3	36486842	38314625	EUR
3	38356116	40179807	EUR
3	40221298	41023037	EUR
3	41064528	42498510	EUR
3	42540002	45123661	EUR
3	45165153	46616010	EUR
3	46657500	47685722	EUR
3	47727212	49279539	EUR
3	49316972	51797999	EUR
3	51832015	54047363	EUR
3	54081390	55314832	EUR
3	55348860	56399879	EUR
3	56433907	58171792	EUR
3	58157519	60287177	EUR
3	60272906	62369991	EUR
3	62355666	63683610	EUR
3	63669286	65287863	EUR
3	65273538	66220021	EUR
3	66270447	68237764	EUR
3	68286914	69227611	EUR
3	69276762	70399877	EUR
3	70449028	72480178	EUR
3	72529329	74272666	EUR
3	74321817	75655798	EUR
3	75704949	77459684	EUR
3	77508835	78975391	EUR
3	79024541	81378159	EUR
3	81427310	82594735	EUR
3	82643886	84318328	EUR
3	84367479	85533081	EUR
3	85582231	87360582	EUR
3	87409732	88249223	EUR
3	88298373	94536472	EUR
3	94255316	95593127	EUR
3	95311971	98497106	EUR
3	98215950	99654918	EUR
3	99373762	100873373	EUR
3	100592217	103366116	EUR
3	103084960	104862769	EUR
3	104581613	107263964	EUR
3	106982811	109803548	EUR
3	109522395	110794923	EUR
3	110513770	113096852	EUR
3	112815699	114229016	EUR
3	113947863	115728233	EUR
3	115447080	117081306	EUR
3	116800153	118811404	EUR
3	118530251	120804208	EUR
3	120523055	122255250	EUR
3	121974097	123798921	EUR
3	123517768	125217798	EUR
3	124936642	126496100	EUR
3	126214943	128476018	EUR
3	128194861	130525891	EUR
3	130244735	132117672	EUR
3	131836516	133533329	EUR
3	133252173	135738064	EUR
3	135456906	137652241	EUR
3	137371083	140235755	EUR
3	139954597	141620255	EUR
3	141339097	143445786	EUR
3	143164628	144691974	EUR
3	144410816	145946832	EUR
3	145664619	147008842	EUR
3	146726629	149325450	EUR
3	149043237	150534217	EUR
3	150252004	151630942	EUR
3	151348730	153538782	EUR
3	153256571	154996429	EUR
3	154714218	156290911	EUR
3	156008700	157594239	EUR
3	157312028	159760101	EUR
3	159477890	161806716	EUR
3	161524504	163535417	EUR
3	163253205	165337681	EUR
3	165055469	167399641	EUR
3	167117429	168863172	EUR
3	168580960	171247120	EUR
3	170964909	172577941	EUR
3	172295731	173759495	EUR
3	173477285	175398750	EUR
3	175116539	176602499	EUR
3	176320287	178389377	EUR
3	178107165	179656798	EUR
3	179374586	181793378	EUR
3	181511166	184051895	EUR
3	183769683	185350467	EUR
3	185068255	187172556	EUR
3	186890344	189138425	EUR
3	188856214	190508818	EUR
3	190226607	192626025	EUR
3	192343814	194338942	EUR
3	194059671	195065945	EUR
3	194786674	196244537	EUR
3	195971408	197349116	EUR
3	197075987	198219751	EUR
4	10240	700926	EUR
4	694715	1476986	EUR
4	1478711	2841252	EUR
4	2842979	3844313	EUR
4	3846040	4682389	EUR
4	4684116	5500661	EUR
4	5502388	6771316	EUR
4	6773043	7537965	EUR
4	7539692	8150508	EUR
4	8152235	9324753	EUR
4	9326479	10697528	EUR
4	10699152	12321410	EUR
4	12323034	14270377	EUR
4	14272001	15145822	EUR
4	15147446	15925386	EUR
4	15927009	17381699	EUR
4	17383322	18840251	EUR
4	18841874	20542934	EUR
4	20544557	22317724	EUR
4	22319347	24133906	EUR
4	24135529	25607700	EUR
4	25609322	27342100	EUR
4	27343722	27964246	EUR
4	27965868	29760586	EUR
4	29762208	30452913	EUR
4	30454535	31781359	EUR
4	31782981	33171144	EUR
4	33172766	35149793	EUR
4	35151415	36018814	EUR
4	36020436	37253425	EUR
4	37255047	38905401	EUR
4	38907022	40200989	EUR
4	40202609	42211041	EUR
4	42213058	43963028	EUR
4	43965045	45187140	EUR
4	45189157	47409879	EUR
4	47411896	48121583	EUR
4	48123600	53011266	EUR
4	53877433	54563389	EUR
4	55429556	55681477	EUR
4	56547644	58068842	EUR
4	58935008	59875369	EUR
4	60741087	61506045	EUR
4	62371763	63475283	EUR
4	64341001	65734774	EUR
4	66600492	67193779	EUR
4	68059497	67989047	EUR
4	68854765	70183435	EUR
4	71049152	71274841	EUR
4	72140558	73726673	EUR
4	74592390	76209554	EUR
4	77130707	78172825	EUR
4	79093979	80069143	EUR
4	80990297	81204161	EUR
4	82125315	82451440	EUR
4	83372593	83878503	EUR
4	84799656	86009456	EUR
4	86930609	86613495	EUR
4	87534648	88316876	EUR
4	89238028	89310413	EUR
4	90231564	90639526	EUR
4	91560677	93312148	EUR
4	94233299	95261037	EUR
4	96182188	96619552	EUR
4	97540703	98502916	EUR
4	99424067	99757203	EUR
4	100678360	102300199	EUR
4	103221356	104384137	EUR
4	105305294	106580148	EUR
4	107501305	107894192	EUR
4	108815348	110335411	EUR
4	111256567	112948946	EUR
4	113870102	114745090	EUR
4	115666246	116355773	EUR
4	117276929	117558763	EUR
4	118479918	119012357	EUR
4	119933512	119471529	EUR
4	120392684	121736832	EUR
4	122657987	123365326	EUR
4	124286481	124289707	EUR
4	125210862	125559731	EUR
4	126480886	126354322	EUR
4	127275477	126909138	EUR
4	127830293	128075510	EUR
4	128996665	129670730	EUR
4	130591885	130362666	EUR
4	131283821	132032878	EUR
4	132954033	133707279	EUR
4	134628434	135645252	EUR
4	136566407	137620817	EUR
4	138541971	138635357	EUR
4	139556511	140163477	EUR
4	141084631	142522112	EUR
4	143443265	145257035	EUR
4	146178187	147600722	EUR
4	148521873	149762428	EUR
4	150683580	151861032	EUR
4	152782184	153556489	EUR
4	154477641	154134974	EUR
4	155056126	156563945	EUR
4	157485097	157822566	EUR
4	158743718	160137712	EUR
4	161058864	160905283	EUR
4	161826435	162322527	EUR
4	163243679	163557082	EUR
4	164478234	164902296	EUR
4	165823448	166097706	EUR
4	167018858	166931766	EUR
4	167852917	168755674	EUR
4	169676825	169855359	EUR
4	170776510	171637484	EUR
4	172558635	173342981	EUR
4	174264132	175649565	EUR
4	176570716	178070756	EUR
4	178991910	179200889	EUR
4	180122043	181145654	EUR
4	182066807	182450122	EUR
4	183371275	184008302	EUR
4	184929455	185987936	EUR
4	186909090	187551827	EUR
4	188472981	188772357	EUR
4	189693511	190122439	EUR
5	11940	982137	EUR
5	982252	2132328	EUR
5	2132442	3361827	EUR
5	3361941	4631997	EUR
5	4632110	5973120	EUR
5	5973233	7143105	EUR
5	7143218	8446223	EUR
5	8446336	9718720	EUR
5	9718832	11173159	EUR
5	11173271	13464722	EUR
5	13464832	14757695	EUR
5	14757804	16963504	EUR
5	16963613	18051483	EUR
5	18051592	19917607	EUR
5	19917716	22151964	EUR
5	22152073	23494215	EUR
5	23494324	26184742	EUR
5	26184851	26857495	EUR
5	26857604	27984406	EUR
5	27984513	29714713	EUR
5	29714820	31390142	EUR
5	31390249	33500075	EUR
5	33500180	35048865	EUR
5	35048970	36433852	EUR
5	36433954	38802308	EUR
5	38802410	40287627	EUR
5	40287729	41888608	EUR
5	41888710	43983397	EUR
5	43983499	50867564	EUR
5	50163398	52838788	EUR
5	52134622	54407214	EUR
5	53703044	56121522	EUR
5	55417349	57325275	EUR
5	56621102	58044246	EUR
5	57340073	59228796	EUR
5	58524622	61640080	EUR
5	60935907	62377168	EUR
5	61672995	63923160	EUR
5	63218987	64672477	EUR
5	63968304	66615458	EUR
5	65911286	68555033	EUR
5	67850860	71944629	EUR
5	71240456	74463501	EUR
5	73759326	76503041	EUR
5	75798866	78327508	EUR
5	77623332	80097321	EUR
5	79393144	81185652	EUR
5	80481471	82729829	EUR
5	82025648	84676871	EUR
5	83972689	86471473	EUR
5	85767290	88094174	EUR
5	87389991	89595713	EUR
5	88891530	91126837	EUR
5	90422654	92504835	EUR
5	91840542	94474279	EUR
5	93809984	96627815	EUR
5	95963519	97979897	EUR
5	97315601	99925288	EUR
5	99260992	102243065	EUR
5	101578769	103984304	EUR
5	103320005	105515782	EUR
5	104851483	106557354	EUR
5	105893055	107928495	EUR
5	107264196	109298233	EUR
5	108633934	111485446	EUR
5	110821144	112645865	EUR
5	111981562	114060588	EUR
5	113396285	115494673	EUR
5	114830370	116495351	EUR
5	115831047	118010518	EUR
5	117346213	119273125	EUR
5	118608820	120333347	EUR
5	119669042	121116471	EUR
5	120452166	123221211	EUR
5	122556905	124462407	EUR
5	123798100	126449957	EUR
5	125785649	128008912	EUR
5	127344604	130183332	EUR
5	129519025	132803957	EUR
5	132139649	135441711	EUR
5	134777401	137040361	EUR
5	136376050	139885487	EUR
5	139265072	141266403	EUR
5	140645971	143601683	EUR
5	142981248	145563791	EUR
5	144943354	147802435	EUR
5	147181998	149283061	EUR
5	148662624	151181737	EUR
5	150561298	153488214	EUR
5	152867774	154393528	EUR
5	153773088	155946495	EUR
5	155373505	157201689	EUR
5	156628700	159398690	EUR
5	158825698	160546937	EUR
5	159973944	162055127	EUR
5	161482133	163316902	EUR
5	162743908	164344576	EUR
5	163771582	166215390	EUR
5	165642395	167420735	EUR
5	166847740	169098313	EUR
5	168525318	170078660	EUR
5	169505664	171647288	EUR
5	171074292	173251324	EUR
5	172678327	174215868	EUR
5	173642871	176023592	EUR
5	175450595	177824506	EUR
5	177251507	178986463	EUR
5	178413464	179974244	EUR
5	179401244	181132933	EUR
5	180559933	181458155	EUR
6	73924	1452127	EUR
6	1452362	2458702	EUR
6	2458936	3573359	EUR
6	3573593	4617583	EUR
6	4617817	5791239	EUR
6	5791472	6784974	EUR
6	6785207	7808703	EUR
6	7808936	9019793	EUR
6	9020026	10540084	EUR
6	10540317	11790583	EUR
6	11790816	13209156	EUR
6	13209388	14802693	EUR
6	14802924	17386174	EUR
6	17386405	19207256	EUR
6	19207487	21683834	EUR
6	21684065	22748078	EUR
6	22748307	23936391	EUR
6	23936619	24852047	EUR
6	24852275	25684359	EUR
6	25684587	26791023	EUR
6	26791233	28050041	EUR
6	28017819	28949831	EUR
6	28917608	29770194	EUR
6	29737971	30830391	EUR
6	30798168	31603441	EUR
6	31571218	32714887	EUR
6	32682664	33268720	EUR
6	33236497	35487979	EUR
6	35455756	37604820	EUR
6	37572596	39327901	EUR
6	39295677	40377376	EUR
6	40345115	42070983	EUR
6	42038721	43788432	EUR
6	43756169	45438826	EUR
6	45406563	47344162	EUR
6	47311898	48423389	EUR
6	48391125	50418432	EUR
6	50386145	52345678	EUR
6	52210476	53414304	EUR
6	53279102	55603472	EUR
6	55468270	56240515	EUR
6	56105313	60631718	EUR
6	57599465	61356685	EUR
6	61880512	62842983	EUR
6	63552888	65055849	EUR
6	65765742	66619322	EUR
6	67329215	68139591	EUR
6	68849483	68813556	EUR
6	69523448	70899807	EUR
6	71609510	72740374	EUR
6	73450097	74752287	EUR
6	75462003	76705164	EUR
6	77414881	78248011	EUR
6	78957728	79981453	EUR
6	80691170	81219505	EUR
6	81929222	82417432	EUR
6	83127149	84500271	EUR
6	85209989	86359782	EUR
6	87069500	88112422	EUR
6	88822140	89263333	EUR
6	89973052	91133478	EUR
6	91843196	92718926	EUR
6	93428644	93408424	EUR
6	94118142	93731457	EUR
6	94441175	96645635	EUR
6	97093511	97394408	EUR
6	97842284	100182270	EUR
6	100630146	102188897	EUR
6	102636772	103535520	EUR
6	103983395	105608858	EUR
6	106056733	107129102	EUR
6	107450306	108143176	EUR
6	108464380	109983044	EUR
6	110304247	112023811	EUR
6	112345014	113899669	EUR
6	114220833	115810232	EUR
6	116131396	117351809	EUR
6	117672972	118641952	EUR
6	118963115	119642117	EUR
6	119963278	120190982	EUR
6	120512128	121584530	EUR
6	121905676	123535036	EUR
6	123856181	125103237	EUR
6	125424383	127219316	EUR
6	127540461	129539886	EUR
6	129861031	130614309	EUR
6	130935454	132444530	EUR
6	132765669	133923105	EUR
6	134244243	135903039	EUR
6	136224177	137293081	EUR
6	137614218	138501492	EUR
6	138822629	139524299	EUR
6	139845436	141967342	EUR
6	142288479	144998674	EUR
6	145319810	146344288	EUR
6	146665424	148599216	EUR
6	148920352	149932268	EUR
6	150253404	151591568	EUR
6	151912703	152773361	EUR
6	153094496	154652986	EUR
6	154974120	156442192	EUR
6	156763326	157797687	EUR
6	158218719	160159465	EUR
6	160580497	161748532	EUR
6	162169564	162510171	EUR
6	162931203	163962489	EUR
6	164383521	165173375	EUR
6	165586864	166611245	EUR
6	167024733	167642155	EUR
6	168042835	168981955	EUR
6	169382050	170014949	EUR
6	170330173	170742182	EUR
7	16161	933116	EUR
7	972752	1313431	EUR
7	1353067	2022763	EUR
7	2062398	2732593	EUR
7	2772227	4533797	EUR
7	4573428	5376601	EUR
7	5416232	5814895	EUR
7	5854526	6534226	EUR
7	6573857	7769121	EUR
7	7808752	9083793	EUR
7	9123423	9947872	EUR
7	9987499	11259571	EUR
7	11299198	12595836	EUR
7	12635461	13844577	EUR
7	13884202	15104032	EUR
7	15143657	16862445	EUR
7	16902069	19441924	EUR
7	19481547	20085285	EUR
7	20124908	22468010	EUR
7	22507629	23431823	EUR
7	23471442	25037640	EUR
7	25077259	25869935	EUR
7	25909555	28320690	EUR
7	28360309	31097675	EUR
7	31137289	33516156	EUR
7	33555768	36173929	EUR
7	36213538	37515581	EUR
7	37555184	38927103	EUR
7	38966703	39823071	EUR
7	39862670	41962213	EUR
7	42001811	43119475	EUR
7	43159074	44724229	EUR
7	44763828	45913323	EUR
7	45952922	46947122	EUR
7	46986720	49172682	EUR
7	49212278	51607626	EUR
7	51675322	53108619	EUR
7	53176312	54155283	EUR
7	54222976	55623891	EUR
7	55691584	57314931	EUR
7	57382638	63846981	EUR
7	63307359	64180747	EUR
7	63641125	66224822	EUR
7	65689809	68769087	EUR
7	68234074	69620378	EUR
7	69085364	72409900	EUR
7	71874885	73920272	EUR
7	73334602	76829247	EUR
7	76458564	78464542	EUR
7	78093859	80258753	EUR
7	79888069	82393370	EUR
7	82022686	84171887	EUR
7	83801203	85942866	EUR
7	85572182	88195689	EUR
7	87825004	91032469	EUR
7	90661784	92864438	EUR
7	92493752	94337289	EUR
7	93966601	96444196	EUR
7	96073508	97470258	EUR
7	97099570	99117851	EUR
7	98715474	100599028	EUR
7	100196651	101555972	EUR
7	101199253	103557063	EUR
7	103197510	104519078	EUR
7	104159525	106042459	EUR
7	105682905	108139733	EUR
7	107780178	110007537	EUR
7	109647594	112978629	EUR
7	112618684	114072332	EUR
7	113712387	117140124	EUR
7	116780178	118711527	EUR
7	118351581	121405219	EUR
7	121045273	122293576	EUR
7	121933630	124516751	EUR
7	124156805	124527498	EUR
7	124167552	126879116	EUR
7	126519170	127229167	EUR
7	126869221	129138332	EUR
7	128778386	130737653	EUR
7	130422414	133121089	EUR
7	132805848	134622844	EUR
7	134307596	135906335	EUR
7	135591083	137191815	EUR
7	136876562	139059933	EUR
7	138744679	140233377	EUR
7	139933177	140535410	EUR
7	140235210	141526757	EUR
7	141226557	142959223	EUR
7	142656310	145271196	EUR
7	144968289	146730868	EUR
7	146427960	148118226	EUR
7	147815318	150143569	EUR
7	149840658	151014417	EUR
7	150711505	152552721	EUR
7	152249806	153976934	EUR
7	153674019	155173020	EUR
7	154964730	156272556	EUR
7	156065250	157841905	EUR
7	157634597	159335885	EUR
8	10422	1094217	EUR
8	1044217	1213245	EUR
8	1163245	2095102	EUR
8	2042942	2715741	EUR
8	2573279	3535404	EUR
8	3392926	3925495	EUR
8	3783017	4622954	EUR
8	4480476	5289405	EUR
8	5146927	6285276	EUR
8	6142797	7295557	EUR
8	7153079	9297184	EUR
8	9154694	9783277	EUR
8	9640787	10605687	EUR
8	10463197	11421489	EUR
8	11278998	13634266	EUR
8	13491775	14087483	EUR
8	13944992	16134151	EUR
8	15991660	17530367	EUR
8	17387876	17978890	EUR
8	17836399	19635329	EUR
8	19492840	20203345	EUR
8	20060856	21804225	EUR
8	21661737	23039544	EUR
8	22897057	24817205	EUR
8	24674718	25625938	EUR
8	25483454	26825008	EUR
8	26682525	28304875	EUR
8	28162392	29470379	EUR
8	29327896	31276213	EUR
8	31133729	31690844	EUR
8	31548360	33119700	EUR
8	32977218	35459714	EUR
8	35317232	37521871	EUR
8	37379389	39081287	EUR
8	38938806	40845818	EUR
8	40703337	41863936	EUR
8	41721454	42918680	EUR
8	42773823	45929693	EUR
8	46841315	49169911	EUR
8	50082470	52390370	EUR
8	53302930	53505484	EUR
8	54418044	55033021	EUR
8	55945581	56043824	EUR
8	56956383	58156092	EUR
8	59068651	58815541	EUR
8	59728100	61416540	EUR
8	62329099	62436747	EUR
8	63349306	64320315	EUR
8	65232872	65576855	EUR
8	66489090	68950822	EUR
8	69863057	69955744	EUR
8	70867979	71377219	EUR
8	72289454	72904964	EUR
8	73817199	74532829	EUR
8	75445064	75544307	EUR
8	76456542	78220626	EUR
8	79132861	81044160	EUR
8	81956395	81781504	EUR
8	82693739	83313354	EUR
8	84225589	85043384	EUR
8	85955619	86399480	EUR
8	87411709	88073253	EUR
8	89085481	89625933	EUR
8	90638162	92542158	EUR
8	93554386	93993299	EUR
8	95005527	95522578	EUR
8	96534806	98389353	EUR
8	99401581	100608730	EUR
8	101620958	103111078	EUR
8	104123306	103976524	EUR
8	104988752	106398526	EUR
8	107410754	107635949	EUR
8	108648177	108235944	EUR
8	109248173	109472085	EUR
8	110484314	110838618	EUR
8	111850847	112052091	EUR
8	113064320	115084266	EUR
8	116096495	118673218	EUR
8	119685457	120189461	EUR
8	121201700	123849219	EUR
8	124861459	124671478	EUR
8	125683719	125398675	EUR
8	126410917	127646866	EUR
8	128659111	129368893	EUR
8	130381139	130627379	EUR
8	131639625	132338897	EUR
8	133351144	133557758	EUR
8	134570001	135023362	EUR
8	136035605	136511908	EUR
8	137524151	138242587	EUR
8	139254830	139713400	EUR
8	140725643	141963553	EUR
8	143044914	143155464	EUR
8	144236881	145078481	EUR
9	10023	1079707	EUR
9	1079707	1916877	EUR
9	1916877	3190064	EUR
9	3190064	4495328	EUR
9	4495328	4884926	EUR
9	4884926	6557589	EUR
9	6557589	7154923	EUR
9	7154923	8456299	EUR
9	8456299	9166403	EUR
9	9166403	10879253	EUR
9	10879253	12276489	EUR
9	12276489	14836365	EUR
9	14836363	16659657	EUR
9	16659655	18661053	EUR
9	18661051	20463536	EUR
9	20463534	22206560	EUR
9	22206559	24158520	EUR
9	24158518	25330812	EUR
9	25330810	26111759	EUR
9	26111757	28224285	EUR
9	28224283	28811586	EUR
9	28811584	30387394	EUR
9	30387392	31310385	EUR
9	31310383	32019370	EUR
9	32019368	33578336	EUR
9	33578334	34642246	EUR
9	34642243	36743286	EUR
9	36743283	38641602	EUR
9	38641599	39393282	EUR
9	65472190	69897795	EUR
9	72512711	70138839	EUR
9	72753755	71638124	EUR
9	74253040	73589030	EUR
9	76203946	74358165	EUR
9	76973081	76285267	EUR
9	78900183	76856292	EUR
9	79471208	78464139	EUR
9	81079055	79976013	EUR
9	82590928	81596318	EUR
9	84211233	82825886	EUR
9	85440801	84323281	EUR
9	86938196	85494418	EUR
9	88109333	85975502	EUR
9	88590417	87521331	EUR
9	90136246	89827251	EUR
9	92528698	91404921	EUR
9	94167203	93909416	EUR
9	96671698	96159758	EUR
9	98922040	98830577	EUR
9	101592859	101862155	EUR
9	104624437	103205694	EUR
9	105967976	104819468	EUR
9	107581749	106536473	EUR
9	109298754	107932781	EUR
9	110695062	110015744	EUR
9	112778024	112068802	EUR
9	114831082	112930865	EUR
9	115693145	114257521	EUR
9	117019801	115159681	EUR
9	117921960	118559259	EUR
9	121321537	119498019	EUR
9	122260297	122109043	EUR
9	124871322	124209608	EUR
9	126971887	126297386	EUR
